Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	EpGoals	TestEpGoals	CumulativeCost	CostRate	TotalEnvInteracts	AverageQR1Vals	StdQR1Vals	MaxQR1Vals	MinQR1Vals	AverageQR2Vals	StdQR2Vals	MaxQR2Vals	MinQR2Vals	AverageQCVals	StdQCVals	MaxQCVals	MinQCVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQR1	LossQR2	LossQC	LossAlpha	LogAlpha	Alpha	LossBeta	LogBeta	Beta	PiEntropy	TestTime	EpochTime	TotalTime
11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.8	55.24093	174.0	0.0	315.2	389.94275	890.0	0.0	1000.0	1000.0	0.0	0.0	12162.0	0.03378333333333333	330001.0	129.37973	4.3354993	136.85384	-95.74465	129.37975	4.323047	142.85985	-58.762024	1.9649444	6.456005	77.85698	-2.3905592	-1.3308107	0.31179002	10.765379	-9.015479	-129.63751	0.3773898	0.41618755	0.20686227	3.3308098	0.0	1.0	5.8657375e-15	-29.417204	1.6793782e-13	1.3308101	9.018167	461.76324	5097.656999588013
12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.6	58.08534	194.0	0.0	83.2	249.6	832.0	0.0	1000.0	1000.0	0.0	0.0	13434.0	0.03444615384615385	360001.0	129.71298	4.149607	136.95146	-82.61396	129.7129	4.1390243	136.24342	-75.654686	1.9628427	6.385339	69.0921	-1.2403336	-1.3336722	0.3017279	7.281719	-8.272075	-130.05374	0.3315959	0.3766571	0.21467067	3.3336713	0.0	1.0	5.0470183e-15	-29.626446	1.3616818e-13	1.3336716	8.908936	461.75677	5559.3962824344635
13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.4	45.74101	132.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	14379.0	0.034235714285714286	390001.0	129.76605	4.0337815	146.2973	-65.41645	129.76625	4.022997	136.20753	-83.9916	1.9600528	6.3114586	76.83849	-2.578847	-1.3348472	0.29907992	9.011122	-10.101268	-130.15636	0.2964889	0.3375104	0.21736658	3.3348475	0.0	1.0	4.518825e-15	-29.808685	1.1345227e-13	1.3348477	8.956657	461.96414	6021.360114097595
14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.666666	51.379845	206.0	0.0	317.8	391.9742	920.0	0.0	1000.0	1000.0	0.0	0.0	15146.0	0.03365777777777778	420001.0	129.66159	3.88677	139.83745	-73.00634	129.66165	3.8748684	135.77376	-66.6604	1.9495595	6.468931	86.79386	-0.9612371	-1.3372468	0.29084656	10.14289	-7.786837	-130.1823	0.29012883	0.3242985	0.23017608	3.3372476	0.0	1.0	4.7749488e-15	-29.988783	9.475375e-14	1.3372476	9.803614	462.52478	6483.899203538895
15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.6	32.519325	138.0	0.0	77.3	231.90001	773.0	0.0	984.3	1000.0	0.0	0.0	15733.0	0.03277708333333333	450001.0	129.80107	3.8483984	140.57675	-73.1331	129.801	3.8392003	140.04677	-77.664505	1.958721	6.270163	89.7233	-1.6345029	-1.3381944	0.2887347	9.374867	-9.978485	-130.26286	0.2757033	0.30611762	0.22429484	3.3381944	0.0	1.0	3.3453964e-15	-30.14295	8.116855e-14	1.3381941	8.885944	462.2221	6946.102092266083
16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.433334	52.200695	184.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	16767.0	0.03287647058823529	480001.0	129.88782	3.8721554	145.95555	-96.35703	129.88773	3.865165	137.79788	-110.67148	1.957736	6.072256	86.62774	-6.035472	-1.3372469	0.29258847	8.400862	-8.733994	-130.47415	0.3128886	0.3271589	0.23631608	3.3372471	0.0	1.0	3.0314517e-15	-30.267315	7.166842e-14	1.3372473	9.521967	462.6614	7408.776264667511
17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.903225	67.642975	294.0	0.0	0.0	0.0	0.0	0.0	969.0	1000.0	0.0	0.0	17968.0	0.033274074074074074	510001.0	130.12982	3.827935	143.18857	-74.57015	130.12991	3.8219478	139.7944	-88.39285	1.959842	6.05256	78.032646	-11.824977	-1.3372794	0.29135814	7.977541	-9.454055	-130.67686	0.31239644	0.3193552	0.23392569	3.3372788	0.0	1.0	2.5865837e-15	-30.371738	6.45493e-14	1.3372787	8.84506	462.1066	7870.890819072723
18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.9	21.58757	88.0	0.0	311.3	382.15625	839.0	0.0	1000.0	1000.0	0.0	0.0	18207.0	0.0319421052631579	540001.0	130.24112	3.684491	138.55573	-110.428444	130.24121	3.6792138	141.30238	-72.027504	1.9627216	5.96959	87.77051	-2.2065313	-1.3380557	0.28935647	10.451159	-9.768636	-130.78293	0.3217131	0.31612703	0.23061025	3.3380556	0.0	1.0	2.1903724e-15	-30.464094	5.8849444e-14	1.3380557	9.414132	461.81555	8332.693193674088
19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.29032	91.746216	338.0	0.0	0.0	0.0	0.0	0.0	968.9677	1000.0	0.0	0.0	20176.0	0.033626666666666666	570001.0	130.31984	3.4523742	151.63217	-110.881065	130.3199	3.4483092	137.16075	-84.49983	1.9665632	5.9743605	109.48293	-8.670483	-1.3374838	0.29149935	13.052452	-9.071771	-130.77954	0.30983636	0.30535987	0.2246237	3.3374836	0.0	1.0	1.8186653e-15	-30.541466	5.446347e-14	1.3374836	10.097183	463.18225	8795.888597249985
20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.838709	41.27492	140.0	0.0	458.8	459.06772	956.0	0.0	968.9032	1000.0	0.0	0.0	20815.0	0.03303968253968254	600001.0	130.32808	3.4996707	145.79811	-78.82182	130.32794	3.5002127	134.69466	-67.61228	1.965195	5.9321666	101.34212	-1.8424163	-1.337879	0.29092705	8.601831	-9.191569	-130.85776	0.3062913	0.29498875	0.2193376	3.3378787	0.0	1.0	1.767509e-15	-30.608313	5.0940683e-14	1.3378788	8.952311	463.68884	9259.567643642426
21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.433334	58.00212	184.0	0.0	180.7	361.4056	908.0	0.0	1000.0	1000.0	0.0	0.0	21968.0	0.03328484848484849	630001.0	130.30063	3.452713	140.77847	-103.28141	130.3007	3.450867	147.35303	-84.635666	1.9650655	5.947804	110.92689	-4.672198	-1.3379138	0.28998405	12.210962	-8.486845	-130.82057	0.30050987	0.2935041	0.22251341	3.3379145	0.0	1.0	1.6613271e-15	-30.67421	4.7690835e-14	1.3379147	9.37886	462.50656	9722.066400051117
22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.733334	46.628986	184.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	22920.0	0.033217391304347824	660001.0	130.23245	3.5417097	139.89818	-82.580765	130.23253	3.5461268	135.07597	-76.134056	1.9608816	5.760436	106.11785	-1.5727582	-1.3359267	0.29630148	17.268595	-8.794829	-130.8995	0.30451626	0.2808323	0.22349824	3.335927	0.0	1.0	1.7434191e-15	-30.740995	4.4610613e-14	1.3359268	9.59144	462.1486	10184.214319944382
23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.903226	28.739489	96.0	0.0	82.4	168.26836	488.0	0.0	968.25806	1000.0	0.0	0.0	23430.0	0.03254166666666667	690001.0	130.31517	3.4384716	134.98967	-80.938576	130.31522	3.443824	134.68655	-80.446075	1.9624834	5.7322044	84.01285	-0.6862974	-1.336838	0.2931116	6.785305	-9.23592	-130.99652	0.3102914	0.2783517	0.2217824	3.3368387	0.0	1.0	1.5689003e-15	-30.803246	4.1916276e-14	1.3368388	9.942818	463.89792	10648.120742559433
24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.8	78.297905	324.0	0.0	407.8	410.78284	928.0	0.0	1000.0	1000.0	0.0	0.0	24607.0	0.032809333333333336	720001.0	130.36356	3.4080427	144.33144	-100.87643	130.36354	3.410332	144.65683	-76.642	1.9629269	5.742254	74.8824	-2.5068264	-1.3374102	0.29213697	6.548631	-8.93255	-131.03014	0.27848056	0.2660315	0.22030078	3.3374102	0.0	1.0	1.4627859e-15	-30.860046	3.9601494e-14	1.3374102	10.527568	464.23035	11112.349393367767
25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.566668	29.277618	107.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	25243.0	0.032362820512820516	750001.0	130.6256	3.1713989	144.35892	-123.09647	130.62552	3.1726959	138.15002	-100.74932	1.9563274	5.9182467	78.5405	-0.5292636	-1.3397199	0.28409654	7.9809284	-9.099226	-131.32538	0.26980376	0.25010157	0.23831376	3.3397214	0.0	1.0	1.6244487e-15	-30.920584	3.7276568e-14	1.3397214	10.091279	463.68988	11576.057213783264
26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.833332	66.07626	229.0	0.0	187.9	375.8006	941.0	0.0	1000.0	1000.0	0.0	0.0	26652.0	0.032903703703703706	780001.0	130.79756	3.0955265	135.79842	-102.29344	130.79752	3.0977073	142.68137	-83.37672	1.9646	5.7223644	78.48498	-0.59763634	-1.3398504	0.2825776	10.272454	-10.002508	-131.43053	0.24593316	0.23568907	0.22680423	3.3398507	0.0	1.0	1.2456297e-15	-30.97577	3.5272427e-14	1.3398507	9.9176445	463.24954	12039.279369354248
27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.580645	35.11803	140.0	0.0	159.6	319.20126	800.0	0.0	968.0	1000.0	0.0	0.0	27302.0	0.03250238095238095	810001.0	130.86942	3.1656494	140.7678	-89.04987	130.86948	3.1650672	140.8868	-77.97595	1.9645017	5.69884	102.54616	-0.5004102	-1.3398349	0.28390887	28.271523	-9.817162	-131.51613	0.2469162	0.24744457	0.22968625	3.3398352	0.0	1.0	1.191954e-15	-31.022158	3.3673307e-14	1.3398354	9.675824	464.2752	12503.569174051285
28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.161291	45.797657	141.0	0.0	348.4	435.11703	992.0	0.0	968.871	1000.0	0.0	0.0	28202.0	0.03241609195402299	840001.0	130.79152	3.1701593	136.73582	-117.68049	130.79141	3.171686	134.56505	-101.22523	1.9687277	5.6086116	95.17647	-0.49266005	-1.3388246	0.28655937	30.824684	-9.181547	-131.40706	0.28582087	0.27308872	0.2294417	3.3388238	0.0	1.0	1.0065088e-15	-31.063597	3.230579e-14	1.3388237	9.245534	463.2723	12966.835868358612
29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.433334	52.31742	171.0	0.0	157.8	274.04407	820.0	0.0	1000.0	1000.0	0.0	0.0	29235.0	0.032483333333333336	870001.0	130.73965	3.1874673	137.36671	-107.163666	130.73955	3.1911077	134.67259	-92.269035	1.9671835	5.575787	80.12205	-0.59436417	-1.3388389	0.28716537	9.624074	-8.937516	-131.40186	0.27450782	0.2679041	0.21089453	3.338838	0.0	1.0	1.0160442e-15	-31.102772	3.106468e-14	1.3388385	9.597456	462.7389	13429.577255487442
30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.033333	37.290287	136.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	30376.0	0.032662365591397846	900001.0	130.63246	3.2098548	136.64551	-112.73358	130.63239	3.2084668	140.13908	-106.28695	1.9678276	5.499437	105.14139	-0.5710598	-1.3379643	0.29020903	9.3945	-11.04953	-131.31332	0.28911838	0.2873423	0.22160937	3.3379657	0.0	1.0	9.589722e-16	-31.141676	2.987908e-14	1.3379654	10.205742	464.1734	13893.754226446152
31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.4	68.18974	335.0	0.0	151.4	303.02316	783.0	0.0	1000.0	1000.0	0.0	0.0	31408.0	0.032716666666666665	930001.0	130.74568	3.0857475	136.26283	-96.219406	130.74568	3.0824811	135.5345	-82.295685	1.9697613	5.581703	91.77495	-0.644773	-1.3395723	0.28506643	5.97991	-8.795935	-131.36201	0.260258	0.25718674	0.2264064	3.3395724	0.0	1.0	8.7020396e-16	-31.175713	2.8878846e-14	1.3395725	9.858986	463.328	14357.08394575119
32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.727272	41.118656	184.0	0.0	0.0	0.0	0.0	0.0	911.1818	1000.0	0.0	0.0	32185.0	0.03251010101010101	960001.0	130.74603	3.138141	136.52063	-132.24368	130.74591	3.1360664	136.48839	-83.40747	1.9677185	5.5651817	87.53001	-0.70821023	-1.3387704	0.2866379	7.2225623	-9.753193	-131.4108	0.24734794	0.24510765	0.22931224	3.3387704	0.0	1.0	8.980415e-16	-31.210812	2.7882903e-14	1.3387706	9.648476	464.31458	14821.40285372734
33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	51.371197	197.0	0.0	84.7	254.09998	847.0	0.0	1000.0	1000.0	0.0	0.0	33055.0	0.03240686274509804	990001.0	130.81245	3.102259	135.08536	-91.78313	130.81245	3.0992582	134.84648	-85.01197	1.9636437	5.692385	88.26957	-0.7260425	-1.3403044	0.28179651	6.297742	-10.170384	-131.49635	0.26875415	0.27576447	0.23574544	3.3403041	0.0	1.0	9.759688e-16	-31.245657	2.6928424e-14	1.340304	9.431916	462.72726	15284.118810415268
34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.419353	57.02618	207.0	0.0	0.0	0.0	0.0	0.0	969.25806	1000.0	0.0	0.0	34277.0	0.032644761904761906	1020001.0	130.82956	3.0337527	142.14369	-124.000786	130.82953	3.0334246	137.50777	-86.533844	1.9608523	5.6452613	89.48171	-0.69584525	-1.3408163	0.27947664	7.1965404	-8.831978	-131.58212	0.24192005	0.23697828	0.24927273	3.3408165	0.0	1.0	1.0119061e-15	-31.28437	2.5905852e-14	1.3408164	9.64512	463.34302	15747.467658042908
35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.033333	67.725174	291.0	0.0	356.5	437.70633	957.0	0.0	1000.0	1000.0	0.0	0.0	35565.0	0.03293055555555555	1050001.0	131.2753	2.299187	134.95747	-38.730644	131.27524	2.3049188	134.66922	-60.906063	1.9642347	5.2675695	67.36626	-0.89727783	-1.3464891	0.25867468	5.012157	-8.798803	-132.14183	0.18267967	0.17043208	0.25317445	3.3464887	0.0	1.0	8.911334e-16	-31.321688	2.4956687e-14	1.346489	9.500046	462.44925	16209.908969163895
36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.75	66.25519	268.0	0.0	194.6	389.22083	982.0	0.0	939.75	1000.0	0.0	0.0	36778.0	0.033133333333333334	1080001.0	131.72198	2.0806556	135.15219	-34.737556	131.72198	2.0850396	134.93457	-32.20308	1.9656845	5.181275	71.266685	-0.81367207	-1.3489132	0.24978831	31.037172	-9.023932	-132.61023	0.16696145	0.15796724	0.24722674	3.3489127	0.0	1.0	8.271237e-16	-31.353842	2.4166712e-14	1.3489132	9.291508	462.2696	16672.186785697937
37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.6	46.35055	152.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	37862.0	0.03321228070175439	1110001.0	131.77573	1.9585286	135.05301	-36.86347	131.77571	1.9640815	134.86572	-51.880188	1.9666942	5.212122	64.978294	-0.9242368	-1.3484573	0.25093564	7.4010696	-8.514489	-132.63237	0.1730563	0.16117595	0.2484325	3.3484569	0.0	1.0	7.78409e-16	-31.38505	2.3424149e-14	1.3484569	9.194704	462.99127	17135.187926530838
38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.3	62.38117	212.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	38987.0	0.033322222222222225	1140001.0	131.76158	1.9483718	134.7003	19.135391	131.76163	1.9543647	135.12935	-31.292574	1.9648551	5.3038635	58.50763	-0.8485501	-1.3484414	0.25085825	4.161381	-8.740474	-132.60812	0.15524268	0.14239556	0.2613805	3.3484416	0.0	1.0	7.9706245e-16	-31.415314	2.2725726e-14	1.3484418	9.4783945	463.08762	17598.267379283905
39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.419355	40.328304	146.0	0.0	0.0	0.0	0.0	0.0	968.2258	1000.0	0.0	0.0	39784.0	0.03315333333333333	1170001.0	131.79117	2.0615585	134.97086	73.4416	131.79115	2.0687897	135.00038	-24.717016	1.9639809	5.2365427	57.61466	-1.1232821	-1.3484489	0.25088456	2.8698733	-8.246958	-132.6923	0.1565979	0.13794538	0.25166073	3.3484478	0.0	1.0	7.92343e-16	-31.446413	2.2029956e-14	1.3484482	10.620459	463.6207	18061.899540901184
40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.48387	56.632874	222.0	0.0	0.0	0.0	0.0	0.0	967.9355	1000.0	0.0	0.0	40822.0	0.03318861788617886	1200001.0	131.78365	2.0526836	135.06026	72.10663	131.7837	2.0592968	135.29123	-49.114254	1.9598769	5.242521	57.015274	-0.7621728	-1.3482717	0.2513588	3.3133473	-8.265318	-132.75697	0.15815748	0.14319232	0.23152715	3.3482718	0.0	1.0	8.5529713e-16	-31.477133	2.1363604e-14	1.348272	9.751749	463.47855	18525.386462926865
41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.133335	66.58115	284.0	0.0	98.9	233.3317	788.0	0.0	1000.0	1000.0	0.0	0.0	41906.0	0.03325873015873016	1230001.0	131.83418	1.9297965	134.82544	74.39077	131.83427	1.9342009	134.91972	-6.59945	1.9612174	5.1803474	60.328815	-0.7506013	-1.3496995	0.24684677	3.7335577	-8.339146	-132.82153	0.14584886	0.13231012	0.22679813	3.3497	0.0	1.0	8.007827e-16	-31.50898	2.0693869e-14	1.3497	8.743882	461.29337	18986.659555196762
42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.90625	60.82216	189.0	0.0	16.8	33.745518	91.0	0.0	941.40625	1000.0	0.0	0.0	43471.0	0.0336984496124031	1260001.0	131.93582	1.9389689	134.8966	69.78579	131.93585	1.9428823	134.90462	-58.39603	1.9672086	5.1903815	62.805847	-0.79594994	-1.3484707	0.25111422	3.0949564	-7.885912	-132.81886	0.14439288	0.13710341	0.21960782	3.348471	0.0	1.0	6.5807324e-16	-31.536413	2.0133543e-14	1.3484709	9.578571	462.50504	19449.168642282486
43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.580647	99.21265	409.0	0.0	0.0	0.0	0.0	0.0	967.9355	1000.0	0.0	0.0	45163.0	0.03421439393939394	1290001.0	131.75266	2.1257613	134.5736	63.326817	131.75269	2.1289449	134.92473	26.034182	1.9653703	5.199825	62.692554	-0.7525172	-1.3461072	0.25939718	2.9401302	-9.088227	-132.63779	0.16508776	0.15697329	0.22660103	3.3461068	0.0	1.0	6.775106e-16	-31.562328	1.961852e-14	1.3461068	10.084412	463.06146	19912.224586963654
44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.870968	50.591175	174.0	0.0	0.0	0.0	0.0	0.0	970.4516	1000.0	0.0	0.0	46275.0	0.034277777777777775	1320001.0	131.70143	2.082006	134.89503	64.294556	131.70155	2.0843978	134.85028	33.186092	1.9659984	5.073243	57.887814	-0.743297	-1.3472893	0.25652015	4.1039953	-8.594644	-132.65343	0.15838644	0.14960659	0.21746911	3.3472898	0.0	1.0	6.4846714e-16	-31.587957	1.9122087e-14	1.3472898	9.625244	463.78308	20376.022107839584
45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.766666	58.05037	245.0	0.0	6.0	18.0	60.0	0.0	1000.0	1000.0	0.0	0.0	47768.0	0.03461449275362319	1350001.0	131.70052	2.1365378	134.64952	59.923264	131.70062	2.1401424	134.99188	-17.813635	1.9672049	5.065274	55.621384	-0.7010436	-1.3462102	0.2603564	4.1622734	-8.38996	-132.61598	0.17129011	0.16190618	0.22084329	3.346212	0.0	1.0	6.104161e-16	-31.61158	1.8675669e-14	1.346212	11.05726	465.34058	20841.34318614006
46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.366667	39.61774	151.0	0.0	197.5	368.68747	941.0	0.0	1000.0	1000.0	0.0	0.0	48469.0	0.03437517730496454	1380001.0	131.56757	2.2582662	134.62155	48.845493	131.56766	2.2632027	135.04344	15.249207	1.9608635	5.1008487	58.027004	-0.6151985	-1.3449664	0.26479474	4.063502	-7.956682	-132.59036	0.16664143	0.15340866	0.21960509	3.344967	0.0	1.0	7.1048764e-16	-31.637524	1.819753e-14	1.3449672	10.777514	470.14688	21311.472408771515
47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.866665	65.66771	226.0	0.0	2.7	8.099999	27.0	0.0	1000.0	1000.0	0.0	0.0	49845.0	0.03461458333333333	1410001.0	131.59462	2.1827695	134.56981	48.28979	131.5946	2.187853	134.85587	-22.660955	1.9648793	5.062447	63.35911	-0.4771204	-1.3458663	0.26087043	4.2099886	-8.92075	-132.57545	0.15253001	0.14284304	0.22035101	3.3458672	0.0	1.0	6.2132625e-16	-31.663465	1.7731405e-14	1.3458672	11.145257	470.7541	21782.22178220749
