Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	EpGoals	TestEpGoals	CumulativeCost	CostRate	TotalEnvInteracts	AverageQR1Vals	StdQR1Vals	MaxQR1Vals	MinQR1Vals	AverageQR2Vals	StdQR2Vals	MaxQR2Vals	MinQR2Vals	AverageQCVals	StdQCVals	MaxQCVals	MinQCVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQR1	LossQR2	LossQC	LossAlpha	LogAlpha	Alpha	LossBeta	LogBeta	Beta	PiEntropy	TestTime	EpochTime	TotalTime
48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.5	45.374554	169.0	0.0	23.2	59.14186	198.0	0.0	1000.0	1000.0	0.0	0.0	50850.0	0.034591836734693876	1440001.0	131.68852	2.1948843	134.63155	41.43544	131.68849	2.199092	134.913	-2.6215596	1.9649942	5.0206766	55.076702	-0.4775213	-1.3464819	0.25797763	5.040761	-10.321314	-132.66145	0.14853458	0.13849218	0.21907371	3.3464813	0.0	1.0	6.0489413e-16	-31.687225	1.7315042e-14	1.3464813	11.297604	470.39252	22252.64261674881
49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.6	49.13899	240.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	51618.0	0.034412	1470001.0	131.6901	2.2175531	134.39574	38.014435	131.69	2.2216547	134.62123	-0.17225873	1.9624139	4.980688	50.575714	-0.44973075	-1.3458058	0.26103422	7.507626	-7.8323364	-132.7374	0.1571052	0.1486339	0.21733809	3.3458056	0.0	1.0	6.3440507e-16	-31.710348	1.6919287e-14	1.3458058	11.263859	470.67603	22723.31950688362
50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.709677	45.64392	162.0	0.0	0.0	0.0	0.0	0.0	968.871	1000.0	0.0	0.0	52353.0	0.034217647058823526	1500001.0	131.76115	2.1715162	134.55728	59.3798	131.7612	2.1750195	134.58179	-8.5914	1.9675288	4.928044	55.059917	-0.606197	-1.346675	0.2579404	6.1079	-8.862112	-132.73097	0.1449617	0.13770224	0.21987985	3.3466744	0.0	1.0	5.3570853e-16	-31.733107	1.6538415e-14	1.3466744	11.294023	471.6139	23194.925122499466
51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.333332	66.21598	265.0	0.0	176.8	347.2785	889.0	0.0	1000.0	1000.0	0.0	0.0	53563.0	0.034335256410256414	1530001.0	131.86125	2.152747	134.68077	35.891598	131.86122	2.1558182	134.79416	-19.441643	1.9641384	4.989638	51.531246	-0.45304596	-1.3474244	0.25590554	4.7088814	-9.187792	-132.87192	0.146141	0.14069259	0.2151757	3.3474252	0.0	1.0	5.7922103e-16	-31.754837	1.6182973e-14	1.347425	10.561449	469.90237	23664.80925321579
52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.766666	42.66512	159.0	0.0	142.8	284.16504	946.0	0.0	1000.0	1000.0	0.0	0.0	54336.0	0.03417358490566038	1560001.0	131.86269	2.151845	134.64157	34.578403	131.8627	2.1550987	134.6266	-8.396536	1.9658114	5.0962358	52.59865	-0.5300236	-1.3473318	0.2560952	4.3838224	-8.466258	-132.80443	0.13682505	0.13158314	0.2293916	3.347332	0.0	1.0	5.4043963e-16	-31.775488	1.585218e-14	1.347332	11.50298	470.28934	24135.127461194992
53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.741936	43.498585	170.0	0.0	9.0	27.0	90.0	0.0	970.4839	1000.0	0.0	0.0	55072.0	0.03399506172839506	1590001.0	131.87558	2.0698154	134.6677	31.156734	131.87561	2.0742264	134.64351	-11.294306	1.9643079	5.0529323	52.8554	-0.46547174	-1.3477823	0.2534029	4.659567	-7.5212975	-132.86351	0.14305447	0.13621363	0.22698924	3.3477824	0.0	1.0	5.525916e-16	-31.796104	1.552872e-14	1.3477823	11.264182	470.60706	24605.728529930115
54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.290323	44.66015	158.0	0.0	0.0	0.0	0.0	0.0	969.19354	1000.0	0.0	0.0	55856.0	0.033852121212121215	1620001.0	131.93448	2.058135	134.63754	18.395927	131.93457	2.0616477	134.88751	-8.235403	1.9648179	4.983333	50.817234	-0.562312	-1.3482295	0.25244787	4.724186	-9.123306	-132.94315	0.13658945	0.12984623	0.22845618	3.34823	0.0	1.0	5.335059e-16	-31.817213	1.5204384e-14	1.34823	10.573918	469.38004	25075.107166290283
55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.774193	72.256134	289.0	0.0	129.3	273.56024	934.0	0.0	968.129	1000.0	0.0	0.0	57368.0	0.034147619047619045	1650001.0	131.91904	2.1308956	134.69751	18.191658	131.91911	2.1337793	134.42097	-18.55889	1.9633529	4.8757706	48.374805	-0.47021163	-1.3479122	0.25329897	4.5184245	-9.135895	-132.97993	0.13663256	0.12763588	0.21745996	3.347912	0.0	1.0	5.4445446e-16	-31.837893	1.4893165e-14	1.347912	10.96717	470.37064	25545.473108053207
56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.290323	45.256397	209.0	0.0	0.0	0.0	0.0	0.0	968.129	1000.0	0.0	0.0	58245.0	0.03406140350877193	1680001.0	131.85222	2.2262568	134.85646	24.242107	131.85225	2.2289774	134.45969	-14.402298	1.9605607	4.9590425	54.75875	-0.46168053	-1.3471777	0.25678068	4.66687	-8.448113	-132.9275	0.14576958	0.1419664	0.21649247	3.347177	0.0	1.0	5.7356487e-16	-31.859472	1.4575228e-14	1.347177	10.904328	469.16968	26014.64112997055
57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.633335	71.481224	302.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	59824.0	0.0343816091954023	1710001.0	131.96077	2.213157	134.77673	3.2466328	131.96083	2.216416	134.66133	-20.882986	1.9626554	5.010332	52.992718	-0.46784985	-1.3474276	0.25500816	6.398753	-8.461796	-133.0007	0.1452124	0.13909382	0.22135095	3.3474276	0.0	1.0	5.315618e-16	-31.8804	1.4273347e-14	1.3474276	10.646896	469.30588	26483.93841266632
58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.6	54.110752	201.0	0.0	265.7	401.24582	957.0	0.0	1000.0	1000.0	0.0	0.0	60952.0	0.034436158192090394	1740001.0	131.82814	2.2326636	134.86504	17.524166	131.8281	2.236111	134.46945	-2.9410472	1.9656378	5.0238924	54.001625	-0.53745747	-1.3469777	0.25766227	4.488723	-9.2481	-132.78471	0.14985794	0.14410965	0.22845727	3.3469765	0.0	1.0	4.7965374e-16	-31.89989	1.3997782e-14	1.3469766	10.455793	469.16315	26953.131185293198
59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.166668	60.75694	192.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	62457.0	0.03469833333333333	1770001.0	131.82532	2.1724508	134.67612	9.027853	131.82535	2.1753323	134.60889	-7.136814	1.9667658	5.0180087	52.951206	-0.43284237	-1.3476982	0.25471252	5.0477934	-7.9736977	-132.76196	0.1548097	0.14800034	0.22561172	3.347698	0.0	1.0	4.5563263e-16	-31.917625	1.3751745e-14	1.3476977	11.143888	469.31058	27422.42889714241
60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.677418	67.000916	269.0	0.0	22.9	68.700005	229.0	0.0	968.4839	1000.0	0.0	0.0	63718.0	0.034818579234972676	1800001.0	131.8419	2.0924568	134.66295	25.100473	131.84184	2.0952597	134.6427	-11.700177	1.9652652	5.0133133	53.41417	-0.5051122	-1.3473339	0.2562061	6.098405	-8.214374	-132.82391	0.15918599	0.15944165	0.22483733	3.3473349	0.0	1.0	4.678308e-16	-31.935823	1.35037635e-14	1.3473347	11.5286255	470.6449	27893.076634168625
61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.8	59.536766	232.0	0.0	95.7	275.9529	923.0	0.0	1000.0	1000.0	0.0	0.0	64672.0	0.03476989247311828	1830001.0	131.7141	2.130788	135.04465	9.870271	131.71416	2.1346662	135.52321	-25.54334	1.9631497	5.0284266	55.706696	-3.923216	-1.346889	0.25884858	6.89042	-7.8158875	-132.7309	0.17264445	0.17082122	0.2295508	3.3468883	0.0	1.0	4.873243e-16	-31.954409	1.32551025e-14	1.3468885	11.581141	468.83273	28361.898167848587
62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.066668	48.072815	200.0	0.0	5.3	15.900001	53.0	0.0	1000.0	1000.0	0.0	0.0	65454.0	0.034631746031746034	1860001.0	131.78632	2.1461813	134.88947	16.940815	131.78622	2.147154	134.70343	-18.143272	1.9673555	4.789131	49.864788	-0.6046978	-1.3477032	0.25552827	5.8051357	-8.077366	-132.82256	0.13767028	0.13786782	0.22263317	3.3477025	0.0	1.0	4.240629e-16	-31.972036	1.30234916e-14	1.3477026	10.899411	468.81897	28830.717192411423
63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.766666	51.901627	198.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	66347.0	0.03455572916666667	1890001.0	131.81975	2.2082455	134.62187	4.4393525	131.81982	2.2095768	134.9462	-9.7353	1.9649065	4.8221965	52.789593	-1.0194781	-1.3468845	0.25897822	5.3607965	-7.8203516	-132.88481	0.14180677	0.14218546	0.21455565	3.3468847	0.0	1.0	4.483478e-16	-31.988575	1.2809857e-14	1.3468846	10.936146	469.777	29300.498406887054
64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.866667	42.54232	136.0	0.0	71.2	142.80391	380.0	0.0	1000.0	1000.0	0.0	0.0	67303.0	0.03451435897435898	1920001.0	131.79303	2.1142476	134.5675	0.5765377	131.79305	2.1130652	134.42595	-12.168683	1.9670626	4.9346967	50.640984	-2.577333	-1.3475688	0.255209	5.5027027	-8.756097	-132.76096	0.13350093	0.1351167	0.22708173	3.3475692	0.0	1.0	4.1442175e-16	-32.004074	1.2612727e-14	1.3475691	10.606527	468.92523	29769.415718078613
65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.5	37.158894	153.0	0.0	6.0	18.0	60.0	0.0	1000.0	1000.0	0.0	0.0	68248.0	0.03446868686868687	1950001.0	131.88498	2.0884025	134.76558	-3.6992803	131.88493	2.0901613	134.72322	-14.49518	1.9667761	4.9215302	50.48913	-5.047903	-1.3482001	0.25373057	4.4731464	-8.742164	-132.87334	0.13547389	0.13264816	0.22771636	3.348201	0.0	1.0	4.1298235e-16	-32.01611	1.2461861e-14	1.348201	10.989396	469.39563	30238.8207552433
66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.066666	49.401707	157.0	0.0	272.4	417.27573	984.0	0.0	1000.0	1000.0	0.0	0.0	69330.0	0.03449253731343284	1980001.0	131.82933	2.0290844	135.0342	-8.302906	131.82932	2.029387	134.53922	-20.40884	1.9673601	4.7325406	51.03971	-11.242194	-1.3470541	0.2575841	13.444475	-8.094659	-132.88089	0.13955778	0.14156488	0.21499439	3.347053	0.0	1.0	4.014341e-16	-32.026608	1.2331682e-14	1.3470535	10.881851	469.56064	30708.381644248962
67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.32258	42.72597	216.0	0.0	0.0	0.0	0.0	0.0	968.1613	1000.0	0.0	0.0	70022.0	0.03432450980392157	2010001.0	131.77832	2.0107307	141.56697	-2.0975091	131.77826	2.011153	134.67834	-6.1964254	1.9669887	4.740321	49.618217	-0.37244177	-1.3476677	0.25518686	5.4542418	-8.464502	-132.82664	0.118065275	0.11897733	0.21676943	3.3476694	0.0	1.0	4.0193987e-16	-32.03672	1.2207599e-14	1.347669	11.126047	469.90372	31178.29041481018
68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.666666	58.49463	222.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	70972.0	0.03428599033816425	2040001.0	131.94667	1.9570425	136.53662	31.28791	131.94673	1.95855	134.59543	15.648555	1.966489	4.852088	49.577038	-0.35250568	-1.3479922	0.2535631	4.7205195	-8.954866	-132.9685	0.12377962	0.119670555	0.22083014	3.3479931	0.0	1.0	4.039494e-16	-32.04683	1.2084838e-14	1.3479931	10.566187	468.90253	31647.180213451385
69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.533333	70.68886	280.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	72368.0	0.034460952380952384	2070001.0	132.0332	1.9543508	137.58928	38.119892	132.0332	1.9575567	135.02173	-5.3889728	1.9627404	4.858741	49.844643	-1.4664273	-1.3484893	0.2518155	11.258074	-9.003834	-133.12326	0.10985123	0.10357595	0.21808018	3.3484893	0.0	1.0	4.4450833e-16	-32.057537	1.1956114e-14	1.3484893	11.249712	468.84244	32116.026707172394
70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.333334	59.84554	318.0	0.0	0.0	0.0	0.0	0.0	984.8	1000.0	0.0	0.0	73098.0	0.03431830985915493	2100001.0	132.1579	1.8758827	136.54457	41.371143	132.15784	1.8779279	134.95792	-3.4026737	1.9674677	4.8501863	53.766457	-0.37442613	-1.3497983	0.24765785	3.9716568	-9.455138	-133.17354	0.11855142	0.11220261	0.23215713	3.349798	0.0	1.0	3.8393923e-16	-32.06806	1.1830991e-14	1.349798	10.452611	470.12372	32586.162947654724
71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.333334	29.10021	95.0	0.0	11.2	22.440142	59.0	0.0	1000.0	1000.0	0.0	0.0	73878.0	0.034202777777777776	2130001.0	132.13701	1.9352417	139.83113	12.683235	132.13707	1.9386566	134.79042	-28.05416	1.9712296	4.7094254	51.148674	-0.36231422	-1.348143	0.2527243	4.9590516	-9.061621	-133.13101	0.12884977	0.122477084	0.21340765	3.3481426	0.0	1.0	3.3660777e-16	-32.0764	1.1732663e-14	1.3481429	10.45738	469.4788	33055.62697291374
72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.166668	76.5955	259.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	75512.0	0.03448036529680365	2160001.0	132.1432	1.9266977	134.74297	28.039423	132.14331	1.9297004	135.03639	-42.29877	1.9676323	4.777184	50.918983	-0.33337843	-1.3492312	0.24853627	4.7749166	-8.676087	-133.18362	0.12696661	0.12243715	0.22144414	3.3492305	0.0	1.0	3.7576883e-16	-32.084248	1.164102e-14	1.3492306	11.006066	469.18536	33524.811527490616
73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.2	47.77196	170.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	76389.0	0.03440945945945946	2190001.0	132.1995	1.8302249	134.88237	21.660707	132.19958	1.8303089	135.42894	6.8394194	1.967004	4.699327	48.91102	-0.6827302	-1.3494515	0.24781555	3.463361	-8.464782	-133.27097	0.10749022	0.10648592	0.21701318	3.3494523	0.0	1.0	3.7984136e-16	-32.09288	1.1540938e-14	1.3494527	10.865631	469.06393	33993.87351632118
74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.4	55.160736	208.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	77691.0	0.034529333333333335	2220001.0	132.28806	1.7714028	134.91046	16.629059	132.28816	1.7699863	134.9433	-5.3113728	1.9665232	4.729797	52.02169	-0.5344007	-1.3496268	0.24639931	5.3101177	-9.06476	-133.35286	0.118559	0.11978646	0.21231572	3.3496258	0.0	1.0	3.8215498e-16	-32.101273	1.1444476e-14	1.3496258	11.052706	470.07407	34463.96604824066
75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.838709	41.412243	165.0	0.0	0.0	0.0	0.0	0.0	968.5806	1000.0	0.0	0.0	78430.0	0.03439912280701755	2250001.0	132.24646	1.7527553	135.51025	20.604967	132.24641	1.7539951	135.11569	-10.685841	1.9651848	4.671563	49.545063	-1.7568936	-1.3498247	0.24661344	3.9946303	-8.197237	-133.37584	0.11737097	0.11602793	0.20911601	3.3498244	0.0	1.0	3.9407408e-16	-32.10992	1.1345907e-14	1.3498242	10.732988	469.19513	34933.15202879906
76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.633333	35.822235	130.0	0.0	282.7	432.23557	990.0	0.0	1000.0	1000.0	0.0	0.0	79139.0	0.03425930735930736	2280001.0	132.24626	1.7394613	134.69655	16.58147	132.24612	1.7398407	134.79845	-6.668341	1.9682153	4.78799	51.537914	-2.8411682	-1.3500216	0.24388526	2.946488	-9.417134	-133.27509	0.09691982	0.097276084	0.21729375	3.3500218	0.0	1.0	3.5693e-16	-32.11762	1.1258907e-14	1.3500218	10.619616	468.98846	35402.12934088707
77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.833332	76.00574	321.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	80604.0	0.03444615384615385	2310001.0	132.27661	1.7707295	134.79738	7.538413	132.27661	1.7697191	134.9949	-17.39291	1.9683856	4.607175	50.227013	-3.2535472	-1.3500773	0.24483694	3.3257384	-8.796636	-133.36707	0.093868814	0.09608493	0.21251659	3.350078	0.0	1.0	3.5243196e-16	-32.124992	1.11762025e-14	1.3500779	10.250669	468.0832	35870.229159116745
78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.3	42.379353	177.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	81333.0	0.03431772151898734	2340001.0	132.32936	1.7067684	134.75085	-11.318225	132.32933	1.7055069	135.11777	-4.962267	1.9665383	4.6644545	50.760178	-2.4827178	-1.3507415	0.24140108	3.1602495	-7.5798163	-133.43025	0.09121641	0.09269914	0.20885742	3.3507407	0.0	1.0	3.7041841e-16	-32.13209	1.109714e-14	1.3507403	10.940838	468.06296	36338.265565633774
79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.433332	53.75108	228.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	82164.0	0.034235	2370001.0	132.44048	1.6458687	134.85966	13.78405	132.44057	1.6447093	135.84935	-5.333891	1.9654828	4.8197975	53.106136	-0.7493293	-1.3519416	0.23768921	2.6483722	-8.64644	-133.49976	0.075705886	0.07599575	0.21414827	3.3519416	0.0	1.0	3.7923587e-16	-32.13954	1.10147665e-14	1.3519418	10.73807	467.75134	36806.03299880028
80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.580647	80.96705	337.0	0.0	0.0	0.0	0.0	0.0	980.5161	1000.0	0.0	0.0	83446.0	0.03433991769547325	2400001.0	132.47536	1.5812893	134.82423	27.480068	132.47528	1.5821528	135.08739	-2.7316728	1.9693515	4.6243205	51.591995	-1.3983166	-1.3517172	0.23890959	4.1026654	-7.7881374	-133.549	0.10834448	0.10745617	0.20907877	3.3517156	0.0	1.0	3.344088e-16	-32.14622	1.0941394e-14	1.3517158	11.361658	470.1324	37276.18041777611
81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.09375	47.54561	197.0	0.0	90.9	272.7	909.0	0.0	939.5	1000.0	0.0	0.0	84281.0	0.03426056910569106	2430001.0	132.31679	1.6741467	134.70816	29.059649	132.31674	1.6730663	134.99545	32.387924	1.9686868	4.686278	51.524174	-0.4367504	-1.3498648	0.2452088	2.7856967	-8.668684	-133.37297	0.10685522	0.10751549	0.20805596	3.3498654	0.0	1.0	3.3971503e-16	-32.15174	1.08812326e-14	1.3498653	10.789904	469.21286	37745.39455080032
82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.766666	49.783318	175.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	85234.0	0.034230522088353414	2460001.0	132.32527	1.7020489	134.68568	31.838022	132.32532	1.702413	134.95206	14.016196	1.9667981	4.648755	55.758358	-0.86781454	-1.3502519	0.24335839	3.0642483	-9.063109	-133.4316	0.11199862	0.11020554	0.2110156	3.3502517	0.0	1.0	3.5788841e-16	-32.1585	1.080789e-14	1.3502517	11.068301	468.4183	38213.79856944084
83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.548388	60.342487	227.0	0.0	0.0	0.0	0.0	0.0	968.9355	1000.0	0.0	0.0	86088.0	0.03416190476190476	2490001.0	132.32674	1.7979811	134.85994	24.678799	132.32689	1.7981064	135.01018	-7.9649954	1.9682407	4.587745	54.700283	-0.89829254	-1.349295	0.24763837	3.1561098	-8.693154	-133.43623	0.119413726	0.119178765	0.19715177	3.349295	0.0	1.0	3.4020814e-16	-32.16459	1.07423005e-14	1.3492948	10.998839	467.7902	38681.592843055725
84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.133335	48.920162	180.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	87052.0	0.034138039215686276	2520001.0	132.38094	1.7831359	135.24928	34.9836	132.38101	1.783041	135.27739	9.589066	1.9694906	4.590585	53.93621	-0.98115945	-1.3492684	0.24736299	2.9742942	-7.6304016	-133.45256	0.117087714	0.11776797	0.20930266	3.3492672	0.0	1.0	3.2501083e-16	-32.170033	1.06839755e-14	1.3492672	10.673479	468.27032	39149.87381863594
85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.419354	26.808487	112.0	0.0	0.0	0.0	0.0	0.0	968.4516	1000.0	0.0	0.0	87468.0	0.033902325581395346	2550001.0	132.45164	1.7294619	134.77562	0.92823315	132.45163	1.7293526	135.09062	-5.182035	1.9692882	4.6489887	53.09305	-0.63384414	-1.3499398	0.24457565	7.7248383	-8.80221	-133.49258	0.11705209	0.11752233	0.2040713	3.34994	0.0	1.0	3.2529242e-16	-32.175816	1.0622393e-14	1.3499401	11.725874	476.60056	39626.424577474594
86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.366667	34.978546	126.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	88109.0	0.03375823754789272	2580001.0	132.4508	1.7631477	134.8781	-1.2069181	132.45074	1.7624383	135.15967	-9.170351	1.9665722	4.67039	53.794544	-0.9473946	-1.3493825	0.24763288	2.3086805	-7.7213993	-133.544	0.11093376	0.111285694	0.2090603	3.3493824	0.0	1.0	3.5212033e-16	-32.181538	1.05617775e-14	1.3493822	11.175202	474.105	40100.552423000336
87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.7	55.542263	227.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	89090.0	0.03374621212121212	2610001.0	132.38057	1.8115265	134.87854	-17.078789	132.38054	1.8109539	135.01587	-14.824516	1.9654655	4.6631155	55.47963	-1.217273	-1.3498279	0.24655351	3.981266	-8.370892	-133.49878	0.11347254	0.11459333	0.20799541	3.3498273	0.0	1.0	3.616775e-16	-32.187393	1.0500101e-14	1.3498272	11.482276	474.91058	40575.441433906555
88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.4	46.759384	208.0	0.0	262.6	401.7881	908.0	0.0	1000.0	1000.0	0.0	0.0	89972.0	0.03369737827715356	2640001.0	132.41542	1.8248123	135.03653	-10.906858	132.41536	1.8243915	135.41576	-11.7688675	1.966254	4.666898	53.714336	-0.5484183	-1.3500867	0.24553913	4.3867083	-7.794583	-133.52162	0.10298517	0.10302196	0.21423917	3.3500867	0.0	1.0	3.5114373e-16	-32.19391	1.0431926e-14	1.3500867	11.927793	475.20874	41050.66236281395
89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.935482	51.467457	193.0	0.0	5.5	16.5	55.0	0.0	969.0	1000.0	0.0	0.0	91179.0	0.03377	2670001.0	132.5021	1.6611613	134.8332	-5.112099	132.50212	1.6609058	135.13687	-3.664579	1.96376	4.586055	55.719234	-0.5558307	-1.35083	0.2415846	3.5696502	-7.941399	-133.68884	0.110247076	0.108938634	0.21543472	3.3508296	0.0	1.0	3.7483937e-16	-32.20004	1.0368156e-14	1.35083	11.562887	475.92746	41526.58511424065
90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.533333	61.66778	240.0	0.0	0.0	0.0	0.0	0.0	967.43335	1000.0	0.0	0.0	92496.0	0.03388131868131868	2700001.0	132.39417	1.7711413	135.09018	-1.8127538	132.39421	1.7701645	135.49382	52.22954	1.9661651	4.5477953	50.183014	-1.5350502	-1.3498539	0.24568531	3.2983925	-9.030539	-133.53836	0.102963954	0.10473859	0.21316351	3.3498538	0.0	1.0	3.481815e-16	-32.204906	1.0317798e-14	1.3498535	11.130625	475.08667	42001.688913822174
91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.333334	44.895683	146.0	0.0	7.3	17.006176	56.0	0.0	1000.0	1000.0	0.0	0.0	93305.0	0.033806159420289854	2730001.0	132.30054	1.6604222	135.02448	43.667847	132.30048	1.6613016	135.0803	62.839302	1.965444	4.6544056	52.998764	-0.5740826	-1.3507054	0.24315579	3.5168009	-8.724893	-133.4195	0.099973574	0.10080563	0.21467777	3.3507054	0.0	1.0	3.5386286e-16	-32.209766	1.02677995e-14	1.3507055	11.354421	474.62244	42476.30439853668
92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.266666	47.629776	139.0	0.0	15.9	24.631077	61.0	0.0	1000.0	1000.0	0.0	0.0	94393.0	0.0338326164874552	2760001.0	132.3471	1.682487	134.9365	-9.209011	132.34712	1.6808182	135.04416	26.140064	1.9650332	4.6945586	56.521904	-0.5521686	-1.3511442	0.24191171	3.893192	-7.9476013	-133.4507	0.09710093	0.09963294	0.21930826	3.3511453	0.0	1.0	3.5605872e-16	-32.215664	1.0207435e-14	1.3511454	11.005091	474.13602	42950.42062354088
93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.451614	52.23696	180.0	0.0	0.0	0.0	0.0	0.0	970.9677	1000.0	0.0	0.0	95399.0	0.033829432624113476	2790001.0	132.389	1.697816	138.509	-11.87693	132.38895	1.6975249	134.97063	-0.69520044	1.9678069	4.6031013	51.459587	-1.0110028	-1.3506224	0.24284653	4.968508	-8.332501	-133.49428	0.12290814	0.12337179	0.22229883	3.350623	0.0	1.0	3.2602536e-16	-32.220936	1.01537516e-14	1.3506229	11.260973	475.27338	43425.706312417984
94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.066666	69.67923	264.0	0.0	86.2	258.59998	862.0	0.0	1000.0	1000.0	0.0	0.0	96571.0	0.03388456140350877	2820001.0	132.28738	1.7125026	134.93245	18.23633	132.28746	1.7140522	135.18146	5.101406	1.9641157	4.5935307	50.102657	-0.4957168	-1.3506337	0.24317718	3.6218967	-9.017577	-133.46204	0.10950362	0.10872436	0.22946322	3.3506339	0.0	1.0	3.616324e-16	-32.226078	1.0101639e-14	1.3506339	11.386073	473.4403	43899.15314412117
95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.366667	54.860115	208.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	97482.0	0.033847916666666665	2850001.0	132.11844	1.737659	134.81856	-39.700245	132.11842	1.7381524	134.74968	-24.734255	1.966228	4.564128	53.731026	-0.46558642	-1.3494315	0.24687813	3.42887	-7.6334305	-133.26912	0.117990136	0.11524221	0.21258287	3.3494318	0.0	1.0	3.385903e-16	-32.231133	1.0050719e-14	1.3494319	11.281137	474.14832	44373.30213499069
